categoria,archivo_imagen,descripcion,ficha_tecnica,codigo,imagen_nombre
Toyota,RESORTE_PEDAL_INCHING_DESEMBRAGUE_AUTOELEVADOR_TOYOTA_SERIE_8_Z_-_comprar_online.webp,RESORTE PEDAL INCHING DESEMBRAGUE AUTOELEVADOR TOYOTA SERIE 8/Z,"Resorte Pedal INCHING / DESEMBRAGUE Autoelevador TOYOTA
CODIGO 4701-57
CODIGO 47129-26600-71
APLICACIONES
32-8FG18
32-8FG20
32-8G25
62-8FD20
62-8FD25
FDZN20
FDZN25
FDZN30
62-7FD25
62-8FD25
8FDU25",4701-57,RESORTE_PEDAL_INCHING_DESEMBRAGUE_AUTOELEVADOR_TOYOTA_SERIE_8_Z.webp
Toyota,RESORTE_PEDAL_FRENO_AUTOELEVADOR_TOYOTA_SERIE_8_Z_-_comprar_online.webp,RESORTE PEDAL FRENO AUTOELEVADOR TOYOTA SERIE 8/Z,"Resorte Pedal Freno Autoelevador TOYOTA
CODIGO 4701-43
CODIGO 47118-26600-71
APLICACIONES
32-8FG18
32-8FG20
32-8G25
62-8FD20
62-8FD25
FDZN20
FDZN25
FDZN30
62-7FD25
62-8FD25
8FDU25",4701-43,RESORTE_PEDAL_FRENO_AUTOELEVADOR_TOYOTA_SERIE_8_Z.webp
Toyota,CAJA_TEMPORIZADORA_PRECLALENTADORA_AUTOELEVADOR_TOYOTA_DIESEL_1DZ_-_comprar_online.webp,CAJA TEMPORIZADORA PRECLALENTADORA AUTOELEVADOR TOYOTA DIESEL 1DZ,"Caja Timer Precalentadora Autoelevador TOYOTA Diesel 1DZ
CODIGO 5701-51
CODIGO 28510-23360-71
APLICACIONES
FDZN20
FDZN25
FDZN30
62-7FD25
62-8FD25
8FDU25",5701-51,CAJA_TEMPORIZADORA_PRECLALENTADORA_AUTOELEVADOR_TOYOTA_DIESEL_1DZ.webp
Toyota,KIT_PATINES_DESPLAZADOR_LATERAL_AUTOELEVADOR_TOYOTA_SERIE_7_8_-_comprar_online.webp,KIT PATINES DESPLAZADOR LATERAL AUTOELEVADOR TOYOTA SERIE 7/8,"Kit 4 Patines Superiores + 2 Patines Inferiores CODIGO 82152-25080-71 patin inferior x2 + 82151-25150-71 patin superior x4
APLICACIONES
32-8GD18
32-8FF20
32-8FG25
42-7FG25
42-7FG25
62-8FD18
62-8FD20
62-8FD25
02-7FD25
62-7FD25",82152-25080-71,KIT_PATINES_DESPLAZADOR_LATERAL_AUTOELEVADOR_TOYOTA_SERIE_7_8.webp
Toyota,KIT_SELLOS_CILINDRO_ELEVACION_LATERALES_AUTOELEVADOR_TOYOTA_-_comprar_online.webp,KIT SELLOS CILINDRO ELEVACION LATERALES AUTOELEVADOR TOYOTA,"Kit Sellos ELEVACION LATERALES O SECUNDARIOS FSV,V
CODIGO 04654-20090-71
CODIGO 6503-01K
DIAMETRO DE VASTAGO DIAMETRO DE CAMISA
40mm 50mm
APLICACION
FGZN20
FGZN25
FGZN30
32-8GD18
32-8FG20
32-8FG25
FDZN20
FDZN25
FDZN30
62-8FD18
62-8FD20
62-8FD25",04654-20090-71,KIT_SELLOS_CILINDRO_ELEVACION_LATERALES_AUTOELEVADOR_TOYOTA.webp
Toyota,KIT_SELLOS_CILINDRO_INCLINACION_AUTOELEVADOR_TOYOTA_FDZN25_FGZN25__-_comprar_online.webp,KIT SELLOS CILINDRO INCLINACION AUTOELEVADOR TOYOTA FDZN25/FGZN25/,"Kit Sellos Cilindro INCLINACION CODIGO 04655-20111-71
CODIGO 6511-01K
DIAMETRO DE VASTAGO DIAMETRO DE CAMISA
30mm 70mm
APLICACION
FGZN20
FGZN25
FGZN30
32-8GD18
32-8FG20
32-8FG25
FDZN20
FDZN25
FDZN30
62-8FD18
62-8FD20
62-8FD25",04655-20111-71,KIT_SELLOS_CILINDRO_INCLINACION_AUTOELEVADOR_TOYOTA_FDZN25_FGZN25.webp
Toyota,KIT_DE_10_DISCOS_SINTERIZADOS_TRANSMSION_AUTOELEVADOR_TOYOTA_SERIE_7_8_Z_-_comprar_online.webp,KIT DE 10 DISCOS SINTERIZADOS TRANSMSION AUTOELEVADOR TOYOTA SERIE 7/8/Z,"Juego de 10 discos Sinterizados Transmsion TOYOTA
CODIGO 32461-23330-71
Diametro Exterior Diametro Interior Espesor Cantidad Dientes
131M 79MM 2.6MM 30 DIENTES
SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 DIESEL 1DZ 62-8FD15, 62-8FD18, 62-8FD20, 62-8DF25, 62-8DF30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 8 DIESEL 1DZ 8FDU20, 8FDU25, 8FDU30
SERIE 7 NAFTA 4Y 42-7FG20, 42-7FG25
SERIE 7 NAFTA 4Y 02-7FG20, 02-7FG25
SERIE 7 DIESEL 1DZ 62-7FD20, 62-7FD25
SERIE 7 DIESEL 1DZ 02-7FD20, 02-7FD25
SERIE Z DIESEL 1DZ FDZN20, FDZN25, FDZN30
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",32461-23330-71,KIT_DE_10_DISCOS_SINTERIZADOS_TRANSMSION_AUTOELEVADOR_TOYOTA_SERIE_7_8_Z.webp
Toyota,KIT_SELLOS_CILINDRO_DIRECCION_AUTOELEVADOR_TOYOTA_04433-30130-71_8FBN25_ELECTRICO.webp,KIT SELLOS CILINDRO DIRECCION AUTOELEVADOR TOYOTA 04433-30130-71 8FBN25 ELECTRICO,"Kit sellos cilindro dirección / eje trasero Autoelevador Toyota.
Aplica al sistema de dirección hidráulica, restaurando la estanqueidad y el correcto funcionamiento del cilindro para asegurar una dirección suave y efectiva, evitando fugas y fugas de líquido, devolviendo la capacidad de respuesta del vehículo.
DIAMETRO DE VASTAGO DIAMETRO DE CAMISA
50mm 76mm
APLICACION
8FBN25 ELECTRICO
32-8FGF18
8FGCU32",,KIT_SELLOS_CILINDRO_DIRECCION_AUTOELEVADOR_TOYOTA_04433_30130_71_8FBN25_ELECTRICO.webp
Toyota,RETEN_CONVERTIDOR_CAJA_TRANSMSION_AUTOELEVADOR_TOYOTA_SERIES_7___8___Z_-_1.5TN_3TN_-_comprar_online.webp,RETEN CONVERTIDOR CAJA TRANSMSION AUTOELEVADOR TOYOTA SERIES 7 / 8 / Z - 1.5TN/3TN,"Reten Convertidor Autoelevador toyota
Código 3202 AM
Código 32524-23330-71
DIAMETRO INTERIOR DIAMETRO EXTERIOR ALTURA
52MM 70MM 8/12MM
APLICACION
SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 DIESEL 1DZ 62-8FD15, 62-8FD18, 62-8FD20, 62-8DF25, 62-8DF30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 8 DIESEL 1DZ 8FDU20, 8FDU25, 8FDU30
SERIE 7 NAFTA 4Y 42-7FG20, 42-7FG25
SERIE 7 NAFTA 4Y 02-7FG20, 02-7FG25
SERIE 7 DIESEL 1DZ 62-7FD20, 62-7FD25
SERIE 7 DIESEL 1DZ 02-7FD20, 02-7FD25
SERIE Z DIESEL 1DZ FDZN20, FDZN25, FDZN30
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",,RETEN_CONVERTIDOR_CAJA_TRANSMSION_AUTOELEVADOR_TOYOTA_SERIES_7_8_Z_1.5TN_3TN.webp
Toyota,CRUCETA_DE_CARDAN_TRANSMISION_AUTOELEVADOR_TOYOTA_SERIE_8___Z_-_comprar_online.webp,CRUCETA DE CARDAN TRANSMISION AUTOELEVADOR TOYOTA SERIE 8 / Z,"Cruceta de Cardan Transmsion Autoelevador Toyota CODIGO 37201-26600-71
FGZN20
FGZN25
FGZN30
32-8GD18
32-8FF20
32-8FG25
42-7FG25
42-7FG25
FDZN20
FDZN25
FDZN30
62-8FD18
62-8FD20
62-8FD25
02-7FD25
62-7FD25",37201-26600-71,CRUCETA_DE_CARDAN_TRANSMISION_AUTOELEVADOR_TOYOTA_SERIE_8_Z.webp
Toyota,CARDAN_TRANSMISION_AUTOELEVADOR_TOYOTA_SERIE_8___Z_-_comprar_online.webp,CARDAN TRANSMISION AUTOELEVADOR TOYOTA SERIE 8 / Z,"Cardan Transmsion Autoelevador Toyota CODIGO 37210-26600-71
SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 DIESEL 1DZ 62-8FD15, 62-8FD18, 62-8FD20, 62-8DF25, 62-8DF30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 8 DIESEL 1DZ 8FDU20, 8FDU25, 8FDU30
SERIE Z DIESEL 1DZ FDZN20, FDZN25, FDZN30
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",37210-26600-71,CARDAN_TRANSMISION_AUTOELEVADOR_TOYOTA_SERIE_8_Z.webp
Toyota,TACO_PATA_CAJA_AUTOELEVADOR_TOYOTA_SERIE_8_-_TACO_LARGO_-_comprar_online.webp,TACO PATA CAJA AUTOELEVADOR TOYOTA SERIE 8 - TACO LARGO,"Taco pata de caja transmsion autoelevador
CODIGO 41260-26610-71
Toy. 8FD10-J35
8FG10-J35
8FDU10-32
8FGU10-32
8FGCU20-32
8FDF10-JF35
8FGF10-JF35
8FDN15-30,
8FGN15-30
FDZN20
FDZN25
FDZN30
62-8FD18
62-8FD20
62-8FD25
02-7FD25
62-7FD25",41260-26610-71,TACO_PATA_CAJA_AUTOELEVADOR_TOYOTA_SERIE_8_TACO_LARGO.webp
Toyota,TACO_PATA_CAJA_AUTOELEVADOR_TOYOTA_SERIE_8_-_comprar_online.webp,TACO PATA CAJA AUTOELEVADOR TOYOTA SERIE 8,"Taco pata de caja transmsion autoelevador
CODIGO 41260-26620-71
Toy. 8FD10-J35
8FG10-J35
8FDU10-32
8FGU10-32
8FGCU20-32
8FDF10-JF35
8FGF10-JF35
8FDN15-30,
8FGN15-30
FDZN20
FDZN25
FDZN30
62-8FD18
62-8FD20
62-8FD25
02-7FD25
62-7FD25",41260-26620-71,TACO_PATA_CAJA_AUTOELEVADOR_TOYOTA_SERIE_8.webp
Toyota,CABLE_CORTE_TRANSMISION_AUTOELEVADOR_TOYOTA_SERIE_7_-_1.5TN_A_3.0TN_-_comprar_online.webp,CABLE CORTE TRANSMISION AUTOELEVADOR TOYOTA SERIE 7 - 1.5TN A 3.0TN,"Cable DESEMBRAGUE / INCHING / CORTE TRANSMSION 4701-12 SERIE 7
CODIGO 47110-23321-71
Toy. 7FD10-30,7FG10-30
42-7FG25
42-7FG20
02-7FG20
02-7FG25
02-7FD25
02-7FD20",47110-23321-71,CABLE_CORTE_TRANSMISION_AUTOELEVADOR_TOYOTA_SERIE_7_1.5TN_A_3.0TN.webp
Toyota,JUEGO_JUNTAS_MOTOR_AUTOELEVADOR_TOYOTA_MOTOR_1DZ-2_(7-8fd)_-_comprar_online.webp,JUEGO JUNTAS MOTOR AUTOELEVADOR TOYOTA MOTOR 1DZ-2 (7-8fd),"Juego de Juntas Tapa Cilindro ACERO l Motor Autoelevador TOYOTA Diesel 1DZ.
CODIGO 04111-20401-71
04111-20321-71,04111-20320-71,04111-20323-71,04111-20324-71,04111-20401-71,04111-20400-71
FDZN20
FDZN25
FDZN30
62-8FD18
62-8FD20
62-8FD25
02-7FD25
62-7FD25",04111-20401-71,JUEGO_JUNTAS_MOTOR_AUTOELEVADOR_TOYOTA_MOTOR_1DZ_2_(7_8fd).webp
Toyota,JUNTA_TAPA_CILINDRO_ACERO_AUTOELEVADOR_MOTOR_TOYOTA_1DZ_-_comprar_online.webp,JUNTA TAPA CILINDRO ACERO AUTOELEVADOR MOTOR TOYOTA 1DZ,"Junta Tapa Cilindro ACERO l Motor Autoelevador TOYOTA Diesel 1DZ.
CODIGO 11115-UC020 , 11115-78204-71
FDZN20
FDZN25
FDZN30
62-8FD18
62-8FD20
62-8FD25
02-7FD25
62-7FD25",11115-UC020,JUNTA_TAPA_CILINDRO_ACERO_AUTOELEVADOR_MOTOR_TOYOTA_1DZ.webp
Toyota,TAMBOR_ARRANQUE_AUTOELEVADOR_TOYOTA_SERIE_7___8___Z_-_comprar_online.webp,TAMBOR ARRANQUE AUTOELEVADOR TOYOTA SERIE 7 / 8 / Z,"Tambor Arranque Toyota
CODIGO 57590-23342-71
FGZN20
FGZN25
FGZN30
32-8GD18
32-8FF20
32-8FG25
42-7FG25
422-7FG25
FDZN20
FDZN25
FDZN30
62-8FD18
62-8FD20
62-8FD25
02-7FD25
62-7FD25",57590-23342-71,TAMBOR_ARRANQUE_AUTOELEVADOR_TOYOTA_SERIE_7_8_Z.webp
Toyota,KIT_X4_BUJIAS_ENCENDIDO_CALENTAMIENTO_MOTOR_DIESEL_TOYOTA_1DZ_-_comprar_online.webp,KIT X4 BUJIAS ENCENDIDO CALENTAMIENTO MOTOR DIESEL TOYOTA 1DZ,"Bujias Encanedido Motor Diesel TOYOTA 1DZ.
Codigo 19850-UC010
1DZ,1Z,2Z,13Z,2J/5-6FD,1DZ,2Z,13Z/7FD-8FD
FDZN20
FDZN25
FDZN30
62-8FD18
62-8FD20
62-8FD25
02-7FD25
62-7FD25",19850-UC010,KIT_X4_BUJIAS_ENCENDIDO_CALENTAMIENTO_MOTOR_DIESEL_TOYOTA_1DZ.webp
Toyota,MOTOR_ARRANQUE_AUTOELEVADOR_MOTOR_DIESEL_TOYOTA_1DZ_-_11_DIENTES_-_comprar_online.webp,MOTOR ARRANQUE AUTOELEVADOR MOTOR DIESEL TOYOTA 1DZ - 11 DIENTES,"Motor Arranque Motor Diesel TOYOTA 1DZ.
11Dientes
Codigo 28100-23660-71
1DZ,1Z,2Z,13Z,2J/5-6FD,1DZ,2Z,13Z/7FD-8FD
FDZN20
FDZN25
FDZN30
62-8FD18
62-8FD20
62-8FD25
02-7FD25
62-7FD25",28100-23660-71,MOTOR_ARRANQUE_AUTOELEVADOR_MOTOR_DIESEL_TOYOTA_1DZ_11_DIENTES.webp
Toyota,MOTOR_ARRANQUE_AUTOELEVADOR_MOTOR_NAFTA_TOYOTA_4Y_5K_4P_--_9_DIENTES_--.webp,MOTOR ARRANQUE AUTOELEVADOR MOTOR NAFTA TOYOTA 4Y 5K 4P -- 9 DIENTES --,"Motor Arranque Motor Naftero TOYOTA 4Y.
9Dientes
Codigo 28100-20553-71
4Y/6-8FG10-30,4Y/6-8FGU15-60/6-8FGCU15-30
FGZN20
FGZN25
FGZN30
32-8GD18
32-8FF20
32-8FG25
42-7FG25
422-7FG25",28100-20553-71,MOTOR_ARRANQUE_AUTOELEVADOR_MOTOR_NAFTA_TOYOTA_4Y_5K_4P_9_DIENTES_.webp
Toyota,VOLANTE_CORONA_AUTOELEVADOR_TOYOTA_MOTOR_NAFTERO_4Y_-_133_dientes_-_comprar_online.webp,VOLANTE CORONA AUTOELEVADOR TOYOTA MOTOR NAFTERO 4Y - 133 dientes,"Volante corona motor NAFTERO - 133 dientes
DIAMETRO EXTERIOR 340MM
DIAMETRO INTERIOR 40MM
4Y/6-8FG10-30,4Y/6-8FGU15-60/6-8FGCU15-30
FGZN20
FGZN25
FGZN30
32-8GD18
32-8FF20
32-8FG25
42-7FG25
422-7FG25",,VOLANTE_CORONA_AUTOELEVADOR_TOYOTA_MOTOR_NAFTERO_4Y_133_dientes.webp
Toyota,CORONA_AUTOELEVADOR_TOYOTA_MOTOR_DIESEL_1DZ_-_108_dientes_-_comprar_online.webp,CORONA AUTOELEVADOR TOYOTA MOTOR DIESEL 1DZ - 108 dientes,"Corona motor diesel 1DZ - 108 dientes
MEDIDAS
Diametro Interior 299.60 mm
Diametro Exterior 332.00 mm
Espesor 13.2mm
FDZN20
FDZN25
FDZN30
62-8FD18
62-8FD20
62-8FD25
02-7FD25
62-7FD25",,CORONA_AUTOELEVADOR_TOYOTA_MOTOR_DIESEL_1DZ_108_dientes.webp
Toyota,BOMBA_ACEITE_MOTOR_AUTOELEVADOR_TOYOTA_DIESEL_1DZ_SERIE_7_8_Z_-_comprar_online.webp,BOMBA ACEITE MOTOR AUTOELEVADOR TOYOTA DIESEL 1DZ SERIE 7/8/Z,"Bomba Aceite Motor Autoelevador TOYOTA Diesel 1DZ.
27 Dientes
CODIGO 15100-UC020
CODIGO 1501-01
FDZN20
FDZN25
FDZN30
62-8FD18
62-8FD20
62-8FD25
02-7FD25
62-7FD25",15100-UC020,BOMBA_ACEITE_MOTOR_AUTOELEVADOR_TOYOTA_DIESEL_1DZ_SERIE_7_8_Z.webp
Toyota,SENSOR_EJE_TRASERO_AUTOELEVADOR_TOYOTA_SERIE_8_-_comprar_online.webp,SENSOR EJE TRASERO AUTOELEVADOR TOYOTA SERIE 8,"Sensor Eje trasero / dirección Autoelevador Toyota.
Código 4301 05
Código 04438-20011-71
APLICACION
SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 DIESEL 1DZ 62-8FD15, 62-8FD18, 62-8FD20, 62-8DF25, 62-8DF30",,SENSOR_EJE_TRASERO_AUTOELEVADOR_TOYOTA_SERIE_8.webp
Toyota,KIT_SELLOS_CILINDRO_DIRECCION_AUTOELEVADOR_TOYOTA_04433-20090-71_-_comprar_online.webp,KIT SELLOS CILINDRO DIRECCION AUTOELEVADOR TOYOTA 04433-20090-71,"Kit sellos cilindro dirección / eje trasero Autoelevador Toyota.
Aplica al sistema de dirección hidráulica, restaurando la estanqueidad y el correcto funcionamiento del cilindro para asegurar una dirección suave y efectiva, evitando fugas y fugas de líquido, devolviendo la capacidad de respuesta del vehículo.
DIAMETRO DE VASTAGO DIAMETRO DE CAMISA
50mm 70mm
APLICACION
02-7FD10
02-7FD15
02-7FD18
02-7FG10
02-7FG15
7FGCU25
7FGCU30",,KIT_SELLOS_CILINDRO_DIRECCION_AUTOELEVADOR_TOYOTA_04433_20090_71.webp
Toyota,RETEN_DE_MAZA_TRASERA_DIRECCION_AUTOELEVADOR_TOYOTA_SERIES_7___8___Z_-_1.5TN_3TN_-_comprar_online.webp,RETEN DE MAZA TRASERA DIRECCION AUTOELEVADOR TOYOTA SERIES 7 / 8 / Z - 1.5TN/3TN,"Retén maza trasera dirección / eje trasero Autoelevador Toyota.
Código 4301-44F 43821-22000-71
Crea una barrera selladora para evitar la fuga de lubricante (aceite o grasa) del rodamiento y, al mismo tiempo, impide la entrada de contaminantes externos como el polvo, agua y suciedad que podrían dañar los componentes internos de la rueda (va 1u por maza).
DIAMETRO EXTERIOR DIAMETRO INTERIOR ALTURA
87mm 58mm 7mm
APLICACION
SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 DIESEL 1DZ 62-8FD15, 62-8FD18, 62-8FD20, 62-8DF25, 62-8DF30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 8 DIESEL 1DZ 8FDU20, 8FDU25, 8FDU30
SERIE 7 NAFTA 4Y 42-7FG20, 42-7FG25
SERIE 7 NAFTA 4Y 02-7FG20, 02-7FG25
SERIE 7 DIESEL 1DZ 62-7FD20, 62-7FD25
SERIE 7 DIESEL 1DZ 02-7FD20, 02-7FD25
SERIE Z DIESEL 1DZ FDZN20, FDZN25, FDZN30
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",,RETEN_DE_MAZA_TRASERA_DIRECCION_AUTOELEVADOR_TOYOTA_SERIES_7_8_Z_1.5TN_3TN.webp
Toyota,KIT_BUJE_ANCLAJE_DIRECCION_AUTOELEVADOR_TOYOTA_-_x2u_(AMBOS_LADOS)_-_comprar_online.webp,KIT BUJE ANCLAJE DIRECCION AUTOELEVADOR TOYOTA - x2u (AMBOS LADOS),"Kit Buje anclaje dirección / eje trasero Autoelevador Toyota -x2u (ambos lados).
Este kit es por ambos lados, agregar una unidad al carrito de compra por cada autoelevador.
Aplica a Autoelevadores de la serie 8/Z
CONTIENE
2u Bujes anclaje
APLICACION
32-8FG18
32-8FG20
32-8FG25
62-8FD18
62-8FD20
62-8DF25
FDZN20
FDZN25
FGZN20
FGZN25",,KIT_BUJE_ANCLAJE_DIRECCION_AUTOELEVADOR_TOYOTA_x2u_(AMBOS_LADOS).webp
Toyota,BOMBA_FRENO_AUTOELEVADOR_TOYOTA_SERIE_6_2500KG_3000KG_1800KG_-_comprar_online.webp,BOMBA FRENO AUTOELEVADOR TOYOTA SERIE 6 2500KG 3000KG 1800KG,"Bomba de freno para autoelevador TOYOTA.
Toy. 6FD10-30,6FG10-30,6FDN20-30,6FGN20-30,
6FDA15-30,6FGA15-30,6FDF15-30,6FGF15-30",,BOMBA_FRENO_AUTOELEVADOR_TOYOTA_SERIE_6_2500KG_3000KG_1800KG.webp
Toyota,BOMBA_FRENO_AUTOELEVADOR_TOYOTA_SERIE_3_Y_4_1500-1800kg_-_comprar_online.webp,BOMBA FRENO AUTOELEVADOR TOYOTA SERIE 3 Y 4 1500-1800kg,"Bomba de freno para autoelevador TOYOTA.
Toy. 3-4FD10-18,3-4FG10-18,
Kom. FB10-18M-3",,BOMBA_FRENO_AUTOELEVADOR_TOYOTA_SERIE_3_Y_4_1500_1800kg.webp
Toyota,KIT_REPARACION_DISTRIBUCION_AUTOELEVADOR_MOTOR_TOYOTA_4Y_-_SERIES_7___8___Z_-_1.5TN_3TN.webp,KIT REPARACION DISTRIBUCION AUTOELEVADOR MOTOR TOYOTA 4Y - SERIES 7 / 8 / Z - 1.5TN/3TN,"Kit Completo Reparacion Distribucion Autoelevador TOTOTA Motor 4Y
INCLUYE.
-Cadena Distribucion
-Tensor Cadena Distribucion
-Patin Cadena Distribucion
-Engranaje Cigueñal
-Engranaje Arbol de Levas
MODELO
32-8FG18
32-8FG20
32-8FG25
FGZN20
FGZN25",,KIT_REPARACION_DISTRIBUCION_AUTOELEVADOR_MOTOR_TOYOTA_4Y_SERIES_7_8_Z_1.5TN_3TN.webp
Toyota,PUNTA_EJE_DERECHA_AUTOELEVADOR_TOYOTA_SERIES_7_Y_8_2500KG_3000KG.webp,PUNTA EJE DERECHA AUTOELEVADOR TOYOTA SERIES 7 Y 8 2500KG 3000KG,"Punta eje DERECHA autolevador TOYOTA
CODIGO 43211-23321-71",43211-23321-71,PUNTA_EJE_DERECHA_AUTOELEVADOR_TOYOTA_SERIES_7_Y_8_2500KG_3000KG.webp
Toyota,PUNTA_EJE_IZQUIERDA_AUTOELEVADOR_TOYOTA_SERIES_7_Y_8_2500KG_3000KG_-_comprar_online.webp,PUNTA EJE IZQUIERDA AUTOELEVADOR TOYOTA SERIES 7 Y 8 2500KG 3000KG,"Punta eje IZQUIERDA autolevador TOYOTA
CODIGO 43212-23321-71",43212-23321-71,PUNTA_EJE_IZQUIERDA_AUTOELEVADOR_TOYOTA_SERIES_7_Y_8_2500KG_3000KG.webp
Toyota,BOMBA_COMBUSTIBLE_NAFTA_AUTOELEVADOR_MOTOR_TOYOTA_4Y_SERIES_7_8_Z.webp,BOMBA COMBUSTIBLE NAFTA AUTOELEVADOR MOTOR TOYOTA 4Y SERIES 7/8/Z,"Bomba Nafta autolelevador Toyota Motor 4Y
Codigo Repuesto 23100-UB010 / 23100-78154-71
FGZN20
FGZN25
FGZN30
32-8FG18
32-8FG20
32-8FG25
42-7FG25",Repuesto,BOMBA_COMBUSTIBLE_NAFTA_AUTOELEVADOR_MOTOR_TOYOTA_4Y_SERIES_7_8_Z.webp
Toyota,JUEGO_X2_TACO_PATA_MOTOR_AUTOELEVADOR_TOYOTA_SERIE_8___Z_1800KG_2500KG_3500KG.webp,JUEGO X2 TACO PATA MOTOR AUTOELEVADOR TOYOTA SERIE 8 / Z 1800KG 2500KG 3500KG,"Pata de motor autoelevador TOYOTA Series 8/Z
Cantidad por autoelevador 2
Codigo Parte 1107-44 Codigo Repuesto 12361-26600-71
8F10-30/1DZ,2Z,4Y",Parte,JUEGO_X2_TACO_PATA_MOTOR_AUTOELEVADOR_TOYOTA_SERIE_8_Z_1800KG_2500KG_3500KG.webp
Toyota,CABLE_ACELERADOR_AUTOELEVADOR_TOYOTA_4Y_NAFTERO_SERIE_8_Z_-_comprar_online.webp,CABLE ACELERADOR AUTOELEVADOR TOYOTA 4Y NAFTERO SERIE 8/Z,"Cable Acelerador Autoeoevador Toyota Serie 8 / Z Motor TOYOTA Naftero 4Y
CODIGO 26620-26641-71
FGZN25 FGZN20 FGZN30
32-8FG25 32-8FG20 32-8FG30",26620-26641-71,CABLE_ACELERADOR_AUTOELEVADOR_TOYOTA_4Y_NAFTERO_SERIE_8_Z.webp
Toyota,KIT_ENGRANAJES_MOTOR_4Y_AUTOELEVADOR_TOYOTA-_CADENA_BBA_HID_-_CIGUE_-_comprar_online.webp,KIT ENGRANAJES MOTOR 4Y AUTOELEVADOR TOYOTA- CADENA BBA HID - CIGUE,"Aplica a motores 4Y Engranaje Arrastre cadena 1106-33 / 13613-UB010 13613-78153-71
Engranaje Cigueñal 1301-49 / 13522-UB010
Este modelo de se usan en Autoelevadores TOYOTA SERIE 8 / SERIE Z NAFTEROS MOTOR 4Y",,KIT_ENGRANAJES_MOTOR_4Y_AUTOELEVADOR_TOYOTA_CADENA_BBA_HID_CIGUE.webp
Toyota,"Válvula_solenoide_eléctrica_para_marchas_de_autoelevador_Toyota,_pieza_metálica_con_conector_negro.webp",VALVULA SOLENOIDE MARCHAS AUTOELEVADOR TOYOTA,"Valvula Solenoide Marchas Autoelevador TOYOTA
Van dos por equipo. Una para marcha adelante otra para marcha atras
Codigo 3206-32
Codigo 32610-23330-71
APLICACIONES
SERIE 8 NAFTA 4Y 32-8FG15, 32-8FG18, 32-8FG20, 32-8FG25, 32-8FG30
SERIE 8 DIESEL 1DZ 62-8FD15, 62-8FD18, 62-8FD20, 62-8DF25, 62-8DF30
SERIE 8 NAFTA 4Y 8FGU20, 8FGU25, 8FGU30
SERIE 8 DIESEL 1DZ 8FDU20, 8FDU25, 8FDU30
SERIE 7 NAFTA 4Y 42-7FG20, 42-7FG25
SERIE 7 NAFTA 4Y 02-7FG20, 02-7FG25
SERIE 7 DIESEL 1DZ 62-7FD20, 62-7FD25
SERIE 7 DIESEL 1DZ 02-7FD20, 02-7FD25
SERIE Z DIESEL 1DZ FDZN20, FDZN25, FDZN30
SERIE Z NAFTA 4Y FGZN20, FGZN25, FGZN30",3206-32,"Válvula_solenoide_eléctrica_para_marchas_de_autoelevador_Toyota,_pieza_metálica_con_conector_negro.webp"
Toyota,CABLE_CORTE_TRANSMISION_AUTOELEVADOR_TOYOTA_SERIE_8_Z_-_1.5TN_A_3.0TN.webp,CABLE CORTE TRANSMISION AUTOELEVADOR TOYOTA SERIE 8/Z - 1.5TN A 3.0TN,"Cable DESEMBRAGUE / INCHING / CORTE TRANSMSION 4701-12 8FD/G10-30
LARGO 700MM
CODIGO 47110-26610-71
8FD10-30,8FG10-30,FDZN2-30,FGZN20-30",47110-26610-71,CABLE_CORTE_TRANSMISION_AUTOELEVADOR_TOYOTA_SERIE_8_Z_1.5TN_A_3.0TN.webp
Toyota,FILTRO_TRANSMSION_AUTOELEVADOR_TOYOTA-_SERIES_7_-_8_-_Z___1.5TN_A_3.0_TN-_BALDWIN_-_comprar_online.webp,FILTRO TRANSMSION AUTOELEVADOR TOYOTA- SERIES 7 - 8 - Z / 1.5TN A 3.0 TN- BALDWIN,"Filtro transmsion CODIGO 32670-12620-71
Calidad Premium * BALDWIN FILTER DIAMETRO EXTERIOR ROSCA ALTURA
76MM 3/4 - 16 90MM",32670-12620-71,FILTRO_TRANSMSION_AUTOELEVADOR_TOYOTA_SERIES_7_8_Z_1.5TN_A_3.0_TN_BALDWIN.webp
